<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20130814,6.20,6.40,6.00,6.40,740360,6.20,6.40,6.00,6.40,0,500,61000
PVF,20130813,6.40,6.50,6.20,6.20,655440,6.40,6.50,6.20,6.20,0,5000,1000
PVF,20130812,6.50,6.50,6.30,6.50,268190,6.50,6.50,6.30,6.50,0,1510,0
PVF,20130809,6.60,6.60,6.50,6.50,332190,6.60,6.60,6.50,6.50,0,0,26690
PVF,20130808,6.60,6.70,6.50,6.50,383840,6.60,6.70,6.50,6.50,0,500,0
PVF,20130807,6.70,6.80,6.60,6.60,398970,6.70,6.80,6.60,6.60,0,1000,0
PVF,20130806,6.60,6.80,6.60,6.70,466520,6.60,6.80,6.60,6.70,0,37890,85160
PVF,20130805,6.80,6.90,6.70,6.70,202120,6.80,6.90,6.70,6.70,0,0,0
PVF,20130802,6.90,6.90,6.70,6.90,331120,6.90,6.90,6.70,6.90,0,37900,0
PVF,20130801,6.70,7.00,6.70,6.90,321700,6.70,7.00,6.70,6.90,0,0,0
PVF,20130731,6.70,6.80,6.60,6.70,235930,6.70,6.80,6.60,6.70,0,1280,75800
PVF,20130730,6.70,6.80,6.60,6.70,260780,6.70,6.80,6.60,6.70,0,500,0
PVF,20130729,6.80,6.90,6.70,6.70,292340,6.80,6.90,6.70,6.70,0,0,0
PVF,20130726,7.00,7.10,6.70,6.80,1332430,7.00,7.10,6.70,6.80,0,9000,316640
PVF,20130725,7.10,7.10,7.00,7.00,600560,7.10,7.10,7.00,7.00,0,1050,3000
PVF,20130724,7.20,7.30,7.10,7.20,664740,7.20,7.30,7.10,7.20,0,0,38060
PVF,20130723,7.30,7.40,7.10,7.30,852610,7.30,7.40,7.10,7.30,0,700,1020
PVF,20130722,7.50,7.50,7.30,7.40,618460,7.50,7.50,7.30,7.40,0,0,100
PVF,20130719,7.50,7.60,7.40,7.50,530770,7.50,7.60,7.40,7.50,0,0,0
PVF,20130718,7.40,7.60,7.40,7.50,494500,7.40,7.60,7.40,7.50,0,4000,204400
PVF,20130717,7.50,7.60,7.40,7.50,433270,7.50,7.60,7.40,7.50,0,510,243700
PVF,20130716,7.60,7.60,7.50,7.50,445770,7.60,7.60,7.50,7.50,0,20000,400
PVF,20130715,7.60,7.70,7.50,7.50,493690,7.60,7.70,7.50,7.50,0,0,47980
PVF,20130712,7.50,7.60,7.40,7.60,502430,7.50,7.60,7.40,7.60,0,7370,0
PVF,20130711,7.40,7.50,7.30,7.40,393750,7.40,7.50,7.30,7.40,0,5500,38570
PVF,20130710,7.50,7.60,7.40,7.40,477140,7.50,7.60,7.40,7.40,0,0,189450
PVF,20130709,7.50,7.60,7.40,7.50,410020,7.50,7.60,7.40,7.50,0,1000,0
PVF,20130708,7.50,7.60,7.40,7.50,457130,7.50,7.60,7.40,7.50,0,3000,0
PVF,20130705,7.60,7.70,7.50,7.60,567650,7.60,7.70,7.50,7.60,0,630,2100
PVF,20130704,7.50,7.70,7.50,7.60,732970,7.50,7.70,7.50,7.60,0,0,93330
PVF,20130703,7.60,7.70,7.50,7.50,757830,7.60,7.70,7.50,7.50,0,10000,93330
PVF,20130702,7.50,7.80,7.50,7.60,616840,7.50,7.80,7.50,7.60,0,200,21000
PVF,20130701,7.50,7.70,7.50,7.50,590660,7.50,7.70,7.50,7.50,0,0,37900
PVF,20130628,7.70,7.80,7.60,7.60,592420,7.70,7.80,7.60,7.60,0,42010,0
PVF,20130627,7.60,7.70,7.50,7.70,813530,7.60,7.70,7.50,7.70,0,7100,161680
PVF,20130626,7.60,7.70,7.40,7.50,1621790,7.60,7.70,7.40,7.50,0,0,695660
PVF,20130625,7.90,8.00,7.40,7.60,1458140,7.90,8.00,7.40,7.60,0,590,693200
PVF,20130624,7.80,8.10,7.80,7.80,1640810,7.80,8.10,7.80,7.80,0,100,413290
PVF,20130621,8.10,8.20,7.70,7.70,6282290,8.10,8.20,7.70,7.70,0,100,6082340
PVF,20130620,8.30,8.40,8.20,8.20,751910,8.30,8.40,8.20,8.20,0,0,329540
PVF,20130619,8.30,8.40,8.20,8.20,718410,8.30,8.40,8.20,8.20,0,0,358380
PVF,20130618,8.20,8.30,8.10,8.20,1016200,8.20,8.30,8.10,8.20,0,3400,356120
PVF,20130617,8.50,8.60,8.10,8.10,1097790,8.50,8.60,8.10,8.10,0,800,577540
PVF,20130614,8.80,8.80,8.50,8.50,492220,8.80,8.80,8.50,8.50,0,100,324300
PVF,20130613,8.70,8.70,8.40,8.60,684640,8.70,8.70,8.40,8.60,0,1000,4500
PVF,20130612,8.70,8.80,8.50,8.50,830400,8.70,8.80,8.50,8.50,0,14690,401740
PVF,20130611,8.60,8.90,8.60,8.60,883570,8.60,8.90,8.60,8.60,0,129980,0
PVF,20130610,9.10,9.10,8.60,8.60,822150,9.10,9.10,8.60,8.60,0,100,240410
PVF,20130607,8.80,9.10,8.70,8.90,590450,8.80,9.10,8.70,8.90,0,100,56460
PVF,20130606,8.80,8.90,8.50,8.60,2059130,8.80,8.90,8.50,8.60,0,100,1480000
PVF,20130605,8.80,8.90,8.70,8.80,1156160,8.80,8.90,8.70,8.80,0,22200,730000
PVF,20130604,9.40,9.40,8.80,8.80,905420,9.40,9.40,8.80,8.80,0,100,362020
PVF,20130603,9.40,9.60,9.30,9.40,706520,9.40,9.60,9.30,9.40,0,11000,0
PVF,20130531,9.70,9.80,9.40,9.40,1055710,9.70,9.80,9.40,9.40,0,21250,130170
PVF,20130530,9.30,9.60,9.30,9.60,510500,9.30,9.60,9.30,9.60,0,0,0
PVF,20130529,9.80,9.80,9.40,9.40,827990,9.80,9.80,9.40,9.40,0,11600,0
PVF,20130528,9.60,9.80,9.40,9.70,1336300,9.60,9.80,9.40,9.70,0,19990,227350
PVF,20130527,9.60,10.00,9.40,9.70,1087450,9.60,10.00,9.40,9.70,0,1000,10000
PVF,20130524,9.90,9.90,9.30,9.40,1020230,9.90,9.90,9.30,9.40,0,2000,201640
PVF,20130523,9.00,9.50,9.00,9.50,1917350,9.00,9.50,9.00,9.50,0,273390,225250
PVF,20130522,9.00,9.20,8.90,8.90,650940,9.00,9.20,8.90,8.90,0,0,0
PVF,20130521,8.60,9.00,8.60,8.90,1225230,8.60,9.00,8.60,8.90,0,10100,200100
PVF,20130520,8.40,8.60,8.30,8.50,416580,8.40,8.60,8.30,8.50,0,15000,0
